Modelo,Nombre,Descripción,Imágenes,Publicado,precio,sku,stock,Categorías,Tags,Attribute 1 Name,Attribute 1 Value(s),Attribute 1 Visible,Attribute 1 Global,Attribute 2 Name,Attribute 2 Value(s),Attribute 2 Visible,Attribute 2 Global,Attribute 3 Name,Attribute 3 Value(s),Attribute 3 Visible,Attribute 3 Global,Attribute 4 Name,Attribute 4 Value(s),Attribute 4 Visible,Attribute 4 Global,Attribute 5 Name,Attribute 5 Value(s),Attribute 5 Visible,Attribute 5 Global,Attribute 6 Name,Attribute 6 Value(s),Attribute 6 Visible,Attribute 6 Global,Attribute 7 Name,Attribute 7 Value(s),Attribute 7 Visible,Attribute 7 Global,Attribute 8 Name,Attribute 8 Value(s),Attribute 8 Visible,Attribute 8 Global,Attribute 9 Name,Attribute 9 Value(s),Attribute 9 Visible,Attribute 9 Global,Attribute 10 Name,Attribute 10 Value(s),Attribute 10 Visible,Attribute 10 Global,Attribute 11 Name,Attribute 11 Value(s),Attribute 11 Visible,Attribute 11 Global,Attribute 12 Name,Attribute 12 Value(s),Attribute 12 Visible,Attribute 12 Global,Attribute 13 Name,Attribute 13 Value(s),Attribute 13 Visible,Attribute 13 Global,Attribute 14 Name,Attribute 14 Value(s),Attribute 14 Visible,Attribute 14 Global,Attribute 15 Name,Attribute 15 Value(s),Attribute 15 Visible,Attribute 15 Global,Attribute 16 Name,Attribute 16 Value(s),Attribute 16 Visible,Attribute 16 Global,Attribute 17 Name,Attribute 17 Value(s),Attribute 17 Visible,Attribute 17 Global,Attribute 18 Name,Attribute 18 Value(s),Attribute 18 Visible,Attribute 18 Global,Attribute 19 Name,Attribute 19 Value(s),Attribute 19 Visible,Attribute 19 Global,Attribute 20 Name,Attribute 20 Value(s),Attribute 20 Visible,Attribute 20 Global,Attribute 21 Name,Attribute 21 Value(s),Attribute 21 Visible,Attribute 21 Global,Attribute 22 Name,Attribute 22 Value(s),Attribute 22 Visible,Attribute 22 Global,Attribute 23 Name,Attribute 23 Value(s),Attribute 23 Visible,Attribute 23 Global,Attribute 24 Name,Attribute 24 Value(s),Attribute 24 Visible,Attribute 24 Global,Attribute 25 Name,Attribute 25 Value(s),Attribute 25 Visible,Attribute 25 Global,Attribute 26 Name,Attribute 26 Value(s),Attribute 26 Visible,Attribute 26 Global
TL-ANT24EC5S,Cable de extensión para antena de 5 metros - TP-Link,"¿Qué sucede cuando su señal inalámbrica es demasiado débil para conectarse a un punto de acceso en otro edificio y quiere mejorar la posición de su antena inalámbrica en un lugar más alto o más ancho para obtener una mejor señal?

El cable de extensión para antenas es la respuesta a sus problemas. No hay necesidad de mover tu punto de acceso o router inalámbrico, los cuales pueden ser inamovibles de un lugar a otro. Con los diversos tipos de cable de extensión de baja pérdida, tendrá más flexibilidad para mover su antena con el fin de maximizar su rendimiento inalámbrico.

5 metros de longitud le permite para trasladar su antena a una posición óptima para maximizar el rendimiento inalámbrico
Características de una mayor pérdida de rendimiento bajo CFD-200 cable con una excelente flexibilidad
RP-SMA conector macho a hembra conector, trabaja con antenas tipo RP-SMA",https://static.tp-link.com/res/images/products/gallery/TL-ANT24EC5S.jpg,-1,11500,7395,4,Computación > Redes Inalámbricas,Cables,Frecuencia,DC ~ 3GHz ,1,,Impedancia,50Ω Nominal,1,,Pérdida de inserción,4.5 dB,1,,Temperatura de funcionamiento,-10℃~+60℃,1,,Temperatura de almacenamiento,-40℃~+80℃,1,,Dimensión,5 metros ,1,,Tipo de conector,RP-SMA Male to Female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL-ANT24EC,Cable de extensión para antena de 12 metros - TP-Link,"¿Qué sucede cuando su señal inalámbrica es demasiado débil para conectarse a un punto de acceso en otro edificio y quiere mejorar la posición de su antena inalámbrica en un lugar más alto o más ancho para obtener una mejor señal?

El cable de extensión para antenas es la respuesta a sus problemas. No hay necesidad de mover tu punto de acceso o router inalámbrico, que a veces son inamovibles de un lugar a otro. Con los diversos tipos de cable de extensión de baja pérdida, tendrá más flexibilidad para mover su antena con el fin de maximizar su rendimiento inalámbrico.

El despliegue rápido y fácil en el medio ambiente adecuado WLAN
12 metros de longitud le permite trasladar su antena a una posición óptima para maximizar el rendimiento inalámbrico
Características de una mayor pérdida de rendimiento bajo KMS-400 (LMR-400) cable con una excelente flexibilidad
Diseño resistente a la intemperie, aplicable en la mayoría de las soluciones al aire libre
El conector hembra N, trabaja con antenas de tipo N",https://static.tp-link.com/res/images/products/gallery/TL-ANT24EC12N.jpg,-1,32200,6867,2,Computación > Redes Inalámbricas,Cables,Frecuencia,DC ~ 3GHz ,1,,Impedancia,50Ω Nominal,1,,Pérdida de inserción,6.5 dB,1,,Temperatura de funcionamiento,-10℃~+60℃,1,,Temperatura de almacenamiento,-40℃~+80℃,1,,Dimensión,12 metros,1,,Tipo de conector,N Male to Female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL-WN722N,Adaptador USB inalámbrico para tarjeta de red wifi - TP-Link,"Velocidad inalámbrica excepcional de hasta 150 Mbps reúne la mejor experiencia para la difusión de videos o las llamadas por Internet
Encriptado fácil de la seguridad inalámbrica con sólo presione el botón de QSS
4dBi antena desmontable, para fortalecer la potencia de la señal del adaptador USB


Lo Que Hace Este Producto
El adaptador USB inalámbrico N TL-WN722N te permite conectar una computadora de escritorio o portátil a una red inalámbrica y acceso de alta velocidad de conexión a Internet. Compatible con el estándar IEEE 802.11n, que proporciona velocidades inalámbricas de hasta 150Mbps, lo cual es beneficioso para los juegos en línea o incluso streaming de vídeo. Además, el encriptado de seguridad inalámbrica puede establecerse simplemente en un empuje de QSS (Seguridad de configuración rápida) el botón, la prevención de la red de amenazas externas.

Inalámbrico N -Velocidad y Rango
Basado en la tecnología IEEE 802.11n, el TL-WN722N muestra las habilidades más relevantes de la mitigación de la pérdida de datos a largas distancias y los obstáculos a través de una oficina pequeña o un apartamento grande, incluso en un edificio de acero y hormigón. En comparación con el legado de los productos de 54 Mbps, TL-WN722N proporciona mejoras de rendimiento, lo que le permite tener una experiencia más placentera de navegación, incluyendo compartir archivos, difusión de medios.","https://static.tp-link.com/res/images/products/gallery/TL-WN722N-01.jpg, https://static.tp-link.com/res/images/products/large/TL-WN722N-02.jpg",-1,11500,1449,6,Computación > Redes Inalámbricas,"Wifi, Adaptador de red, Tarjeta de red",Interface,USB 2.0,1,,Botón,Botón WPS,1,,Tipo de Antena,Desmontable Omnidireccional (RP-SMA),1,,Ganancia de Antena,4dBi,1,,Estándares Inalámbricos,"IEEE 802.11n, IEEE 802.11g, IEEE 802.11b",1,,Frecuencia,2.400-2.4835GHz,1,,Tasa de Señal,"11n: Hasta 150Mbps(dinámica)
11g: Hasta 54Mbps(dinámica)
11b: Hasta 11Mbps(dinámica)",1,,Sensibilidad de Recepción,"130M: -68dBm@10% PER
108M: -68dBm@10% PER
54M: -68dBm@10% PER
11M: -85dBm@8% PER
6M: -88dBm@10% PER
1M: -90dBm@8% PER",1,,Potencia de transmisión,<20dBm,1,,Modos inalámbricos,modo Ad-Hoc / Infraestructura,1,,Seguridad inalámbrica,"Soporta 64/128 bit WEP, WPA-PSK/WPA2-PSK",1,,Tecnología de modulación,"DBPSK, DQPSK, CCK, OFDM, 16-QAM, 64-QAM",1,,Funciones avanzadas,"WMM, PSP X-LINK(For Windows XP), Roaming",1,,Certificación,"CE, FCC, RoHS",1,,Contenido del paquete,"Adaptador Inalámbrico
4dBi antena desmontable Omnidireccional
CD de Instalación
Guía de Instalación Rápida
Extensión de Cable USB",1,,Requisitos de sistema,"Windows 10/8.1/8/7/XP
Mac OS X 10.8-10.14
Linux OS",1,,Requerimientos ambientales,"Temperatura de Funcionamiento: 0℃~40 ℃ (32 ℉~104℉)
Temperatura de Almacenamiento: -40℃~70 ℃ (-40 ℉~158℉)
Humedad de Funcionamiento: 10%~90% sin condensación
Humedad de Almacenamiento: 5%~90% sin condensación",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL-WN781ND,Adaptador inalambrico PCI express 150 Mbps - TP-Link,"Hasta 150 Mbps de velocidad de transmisión inalámbrica
Proporciona una interfaz PCI Express
Conexión avanzada segura con encriptación WPA/WPA2
Paquete de utilidades permite un fácil manejo


Lo Que Hace Este Producto

TL-WN781ND de TP-LINK está diseñado para proporcionar un rendimiento inalámbrico completo de extremo a extremo del servidor o servidores de la columna vertebral de la infraestructura de conmutación y hacia la computadora de escritorio con el conector PCI Express. El adaptador PCI Express Lite inalámbrico N (x1) TL -WN781ND proporciona una compatibilidad más amplia, compatible con los estándares de ranura PCI Express x1, x2, x8, o x16. En comparación con las tarjetas de red estándar PCI, ofrece mayor ancho de banda, fiabilidad y una mayor funcionalidad, lo que te permite disfrutar de una conexión rápida y avanzada, como descargas, haciendo llamadas por Internet y transmisión de video.


Inalámbrico N - Velocidad y Rango
Cumple con la norma IEEE 802.11n, el TL-WN781ND pueden establecer fácilmente una red inalámbrica y obtener hasta 9 veces la velocidad y 4 veces el alcance de los productos convencionales 11g. En comparación con el legado de los productos de 54 Mbps, TL-WN781ND ofrece mejoras de rendimiento, lo que te permite tener una experiencia más placentera de navegación, incluyendo la compartición archivos, difusión de medios.

",https://www.tp-link.com/res/upfile/images/20150211041859.png,-1,13000,322,2,Computación > Redes Inalámbricas,Adaptador ,Interface,	PCI Express,1,,Tipo de Antena,Desmontable Omnidireccional (RP-SMA),1,,Ganancia de Antena,2dBi,1,,Estándares Inalámbricos,"IEEE 802.11n, IEEE 802.11g, IEEE 802.11b",1,,Frecuencia,2.400-2.4835GHz,1,,Tasa de Señal,"11n: Hasta 150Mbps(dinámica)
11g: Hasta 54Mbps(dinámica)
11b: Hasta 11Mbps(dinámica)",1,,Sensibilidad de Recepción,"130M: -68dBm@10% PER
108M: -68dBm@10% PER
54M: -68dBm@10% PER
11M: -85dBm@8% PER
6M: -88dBm@10% PER
1M: -90dBm@8% PER",1,,Potencia de Transmision,<20dBm(EIRP),1,,Modos Inalámbricos,modo Ad-Hoc / Infraestructura,1,,Seguridad Inalámbrica,"Soporta 64/128 bit WEP, WPA-PSK/WPA2-PSK",1,,Tecnología de Modulación,"DBPSK, DQPSK, CCK, OFDM, 16-QAM, 64-QAM",1,,Certificaciones ,"CE, FCC, RoHS",1,,Contenido del paquete ,"Adaptador Inalámbrico
Antena Desmontable Onmidireccional
CD de Instalación
Guía de Instalación Rápida",1,,Requeremientos de sistema ,"Windows 8(32/64bits), Windows 7(32/64bits), Windows Vista(32/64bits), Windows XP(32/64bits)",1,,Requerimientos Ambientales ,"Temperatura de Funcionamiento: 0℃~40 ℃ (32 ℉~104℉)
Temperatura de Almacenamiento: -40℃~70 ℃ (-40 ℉~158℉)
Humedad de Funcionamiento: 10%~90% sin condensación
Humedad de Almacenamiento: 5%~90% sin condensación",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL-WN851ND,Adaptador inalambrico wifi PCI 300 Mbps - TP-Link,"Velocidad inalámbrica N de hasta 300 Mbps es ideal para la difusión de vídeo, juegos en línea y las llamadas por Internet
La tecnología MIMO con mayor fuerza la penetración de la señal, mayor cobertura inalámbrica, proporcionando un mejor rendimiento y estabilidad
Fácil configuración de una conexión inalámbrica de alta seguridad con QSS ™ (Configuración de seguridad rápida)

Lo que hace este producto

TL-WN851ND permite conectar una computadora de escritorio a una red inalámbrica y la conexión a Internet de alta velocidad de acceso. Cumplir con el estándar IEEE 802.11n, que proporcionan velocidad inalámbrica de hasta 300Mbps, lo cual es beneficioso para juegos en línea o incluso HD streaming 


Velocidad y Alcance Inalámbrico N 
La tecnología MIMO (entrada múltiple, salida múltiple antenas), que muestra más excelentes capacidades de mitigación de la pérdida de datos a largas distancias ya través de obstáculos en una oficina pequeña o un apartamento grande, incluso en un edificio de acero y hormigón. Por encima de todo, se puede tomar fácilmente la red inalámbrica durante la conexión a larga distancia donde los productos 11g no.









","https://static.tp-link.com/res/images/products/gallery/TL-WN851ND-01.jpg, https://static.tp-link.com/TL-WN851ND(UN)5.0_normal_1510283756484s.jpg",-1,17850,11623,3,Computación > Redes Inalámbricas,Adaptador ,Interface,32-bit PCI,1,,Tipo de Antena,"Desmontable, omnidireccional (RP-SMA)",1,,Ganancia de Antena,2x2dBi,1,,Estándares Inalámbricos,"IEEE 802.11n, IEEE 802.11g, IEEE 802.11b",1,,Frecuencia,2.400-2.4835GHz,1,,Tasa de Señal,"11n: Hasta 300Mbps(dinámica)
11g: Hasta 54Mbps(dinámica)
11b: Hasta 11Mbps(dinámica)",1,,Sensibilidad de Recepción,"70M: -68dBm@10% PER
130M: -68dBm@10% PER
108M: -68dBm@10% PER
54M: -68dBm@10% PER
11M: -85dBm@8% PER
6M: -88dBm@10% PER
1M: -90dBm@8% PER",1,,Potencia de Transmision,<20dBm,1,,Modos Inalámbricos,modo Ad-Hoc / Infraestructura,1,,Seguridad Inalámbrica,"Soporta 64/128 bit WEP, WPA/WPA2, WPA-PSK/WPA2-PSK",1,,Tecnología de Modulación,"DBPSK, DQPSK, CCK, OFDM, 16-QAM, 64-QAM",1,,Certificaciones ,"CE, FCC, RoHS",1,,Contenido del paquete ,"Adaptador Inalámbrico
CD de Instalación
Guía de Instalación Rápida",1,,Requeremientos de sistema ,"Windows 7(32/64bits), Windows Vista(32/64bits),
Windows XP(32/64bits), Windows 2000",1,,Requerimientos Ambientales ,"Temperatura de Funcionamiento: 0℃~40 ℃ (32 ℉~104℉)
Temperatura de Almacenamiento: -40℃~70 ℃ (-40 ℉~158℉)
Humedad de Funcionamiento: 10%~90% sin condensación
Humedad de Almacenamiento: 5%~90% sin condensación",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archer T9E,Adaptador Inalámbrico PCI Express Banda Dual AC 1900 - TP-Link ,"Fácil Instalación -  Actualiza tu sistema de escritorio fácilmente conectando el adaptador  Archer T9E en una ranura  PCI-E.
Súper Velocidad - Velocidad de hasta 1900Mbps (1300Mbps en la banda 5GHz o 600Mpbs en la banda de 2.4GHz 
Banda Dual 802.11ac  – 3 veces más rápido que el esándar 802.11n, uso perfecto de red para alta intensidad
Compatibilidad con Versiones Anteriores – Soporta los estándares 802.11 a/b/g/n 
Tecnología Beamforming – Recive más señales direccionales Wi-Fi, mejora la velocidad y la calidad
Máximo Alcance – 3 antenas externas aseguran un gran rango wi-fi, conexión y estabilidad.


AC1900 – Velocidad Seleccionable Banda Dual 1300/600Mbps
El Archer T9E proporciona alta velocidad  Wi-Fi de hasta 1300Mbps en 5GHz, perfecto para transmisión de video HD y juegos en línea sin retrasos. Adicionalmente, en la banda 2.4GHz a 600Mbps, ideal para tareas de uso de red / internet como navegación web.


Tecnología Beamforming para un Wi-Fi Mejorado
El Archer T9E utiliza la Tecnología Beamforming, capaz de recibir mayores señales Wi-Fi direccionales, aumena la mejora de confiabilidad y estabilidad de conexiones inalámbricas.


Disipador de Calor para Mejor Estabilidad 
El Disipador de Calor ayuda a a disipar el calor generado por el adaptador, que a su vez aumenta el rendimiento y mejora la estabilidad. Lo que es más, las temperaturas más bajas garantizan una mayor vida útil del adaptador


","https://static.tp-link.com/res/images/products/large/Archer-T9E-01.jpg , https://static.tp-link.com/res/images/products/large/Archer-T9E-02.jpg , https://static.tp-link.com/res/images/products/large/Archer-T9E-03.jpg , https://static.tp-link.com/res/images/products/large/Archer-T9E-04.jpg",-1,58000,11625,1,Computación > Redes Inalámbricas,"Adaptador , Adaptador inalambrico  ",Interface,PCI Express,1,,Tipo de Antena,Antena Omnidireccional,1,,,,1,,Estándares Inalámbricos,"IEEE 802.11ac, IEEE 802.11a, IEEE 802.11n, IEEE 802.11g, IEEE 802.11b",1,,Frecuencia,"5GHz
2.4GHz",1,,Tasa de Señal,"5GHz
11ac: Hasta 1300Mbps(dinámica)
11a: Hasta 54Mbps(dinámica)
2.4GHz
11n: Hasta 600Mbps(dinámica)
11g: Hasta 54Mbps(dinámica)
11b: Hasta 11Mbps(dinámica)",1,,Sensibilidad de Recepción,"5GHz：
11a 6Mbps: -85dBm
11a 54Mbps: -68dBm
11ac HT20: -59dBm
11ac HT40: -54dBm
11ac HT80: -51dBm
2.4GHz:
11b 11Mbps: -80dBm
11g 54Mbps: -68dBm
11n HT20: -64dBm
11n HT40: -61dBm",1,,Potencia de Transmision,<20dBm (EIRP),1,,Modos Inalámbricos,modo Ad-Hoc / Infraestructura,1,,Seguridad Inalámbrica,"Soporta 64/128 bit WEP, WPA-PSK/WPA2-PSK, 802.1x",1,,Tecnología de Modulación,"DBPSK, DQPSK, CCK, OFDM, 16-QAM, 64-QAM, 256-QAM",1,,Certificaciones ,"CE, FCC, RoHS",1,,Contenido del paquete ,"Adaptador Archer T9E
CD de Recursos
Guía de Instalación Rápida",1,,Requeremientos de sistema ,"Windows 8.1 (32/64bits), Windows 8 (32/64bits), Windows 7 (32/64bits), Windows XP(32/64bits)",1,,Requerimientos Ambientales ,"Temperatura de Funcionamiento: 0℃~40 ℃ (32 ℉~104℉)
Temperatura de Almacenamiento: -40℃~70 ℃ (-40 ℉~158℉)
Humedad de Funcionamiento: 10%~90% sin condensación
Humedad de Almacenamiento: 5%~90% sin condensación",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL-WPA4220,Extensor de WiFi Powerline AV500 de 300Mbps - TP-Link,"Súper Extensión de Rango con un Sólo Toque – El Botón Wi-Fi Clone simplifica su configuración Wi-Fi y ayuda a crear una red doméstica unificada sin interrupciones
Cumple con la norma HomePlug AV que proporciona velocidades de transferencia de datos a alta velocidad de hasta 500Mbps a través del cableado eléctrico existente de su casa, ideal para el streaming de video en HD ó 3D y juegos en línea sin retrasos
Extiende las conexiones inalámbricas de 300Mbps a las áreas más difíciles de acceder de su casa y oficina.


Lo Que Hace Estes Producto
El TL-WPA4220 de TP-LINK extiende tu conexión a Internet para cada habitación de la casa a través del circuito eléctrico existente en tu casa. El TL-WPA4220 cuenta con un botón Clone Wi-Fi para ampliar la extensión, lo que significa que se puede copiar automáticamente el SSID y la contraseña de tu router. De esta manera, el TL-WPA4220 simplifica la configuración Wi-Fi  y permite la itinerancia sin fisuras dentro de tu red doméstica.


Plug and Play (Conecta y Usa)
1. Enchufa un adaptador conectado a Internet a una toma de corriente cercana. 2. Conecta los adaptadores adicionales a PCs / laptops/ TV con Internet u otros dispositivos conectados en red a través de un cable Ethernet o Wi-Fi - y ya está! * Recomendación: Presiona los botones ""pair"" para asegurar  la red y el cifrado de datos. Nota: Los adaptadores Powerline deben desplegarse en el mismo circuito y en conjunto de dos o más.","https://static.tp-link.com/res/images/products/large/TL-WPA4220-01.jpg , https://static.tp-link.com/res/images/products/large/TL-WPA4220-03.jpg , https://static.tp-link.com/res/images/products/large/TL-WPA4220-04.jpg , https://static.tp-link.com/res/images/products/large/TL-WPA4220-06.jpg ",-1,43000,13298,2,Computación > Redes Inalámbricas,"Extensor inalambrico , Extensor de Wifi ",Tipo de Enchufe,"EU, UK, US, AR",1,,Estándares y Protocolos,"HomePlug AV, IEEE802.3, IEEE802.3u, IEEE802.11b/g/n",1,,Interface,2 Puertos Ethernet 10/100Mbps,1,,Botón,"Pair, Reset, Wi-Fi/Wi-Fi Clone",1,,Consumo de Energía,"Máximo: 5.308W (220V/50Hz)
Típico: 5.086W (220V/50Hz)
En Espera: 4.170W (220V/50Hz)",1,,Indicador LED,"PWR, PLC, ETH, Wi-Fi/Wi-Fi Clone",1,,Rango,300 Metros sobre el circuito eléctrico,1,,Frecuencia,2.4-2.4835GHz,1,,Tasa de Señal,11n: Hasta 300Mbps(dinámica),1,,Sensibilidad de Recepción,"270M: -68dBm@10% PER
130M: -68dBm@10% PER
108M: -68dBm@10% PER
54M: -68dBm@10% PER
11M: -85dBm@8% PER
6M: -88dBm@10% PER
1M: -90dBm@8% PER",1,,Seguridad Inalámbrica,"64/128-bit WEP / WPA / WPA2,WPA-PSK / WPA2-PSK",1,,Funciones Avanzadas,"Habilitar /Deshabilitar Radio Inalámbrica,WMM, Estadísticas Inalámbricas
",1,,Potencia de Transmisión,"CE:<20dBm(2.4GHz)
FCC:<30dBm",1,,Tegnologia de modulación ,OFDM (PLC),1,,Cifrado (Encryption),"Seguridad Powerline:
128-bit AES
Seguridad Inalámbrica:
WEP, WPA/WPA2, WPA-PSK/WPA2-PSK",1,,Certificaciones ,"CE, FCC, RoHS",1,,Contenido del Paquete ,"Adaptador Powerline Ethernet TL-WPA4220
6.5 pies. (2 m) cable Ethernet (RJ45)
CD de Instalación
Guía de Instalación Rápida",1,,Requerimientos de Sistema ,"Windows 2000/XP/2003/Vista, Windows 7/8, Mac, Linux",1,,Requerimientos Ambientales ,"Temperatura de Funcionamiento: 0℃~40℃ (32℉~104℉)
Temperatura de Almacenamiento: -40℃~70℃ (-40℉~158℉)
Humedad de Funcionamiento: 10%~90% sin condensación
Humedad de Almacenamiento: 5%~90% sin condensación",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RE200,Extensor de Rango Wi-Fi AC750 - TP-Link,"Aumenta la Señal Inalámbrica a zonas anteriormente inaccesibles o difíciles de cablear 
Compatible con 802.11 b/g/n y dispositivos Wi-Fi 802.11ac 
Velocidades Banda Dual de hasta 750Mbps
Diseño compacto y montaje en pared,  permite un manejo fácil e instalación flexible
El puerto Ethernet permtite al extensor conectar un dispositivo cableado como un puente inalámbrico


Amplía la Cobertura de tu Router para Extender tu Wi-Fi Doble Dual 
El RE200 expande tu cobertura Wi-Fi existente con la tecnología 11AC Wi-Fi de próxima generación. Funciona con cualquier router estándar Wi-Fi y crea conexiones de banda dual fuertes en zonas de difícil acceso, lo que te permite disfrutar de la cobertura inalámbrica sin fisuras en tu hogar u oficina.


Disfruta de Súper Velocidades en el Modo de Alta Velocidad
Con la Tecnología de alta velocidad, El RE200 hace el mejor uso de las dos bandas Wi-Fi para establecer conexiones súper rápidas - ideal para la transmisión de video de alta definición, juegos en línea y otras tareas intensivas de banda ancha.

* En el modo de alta velocidad, el RE200 ofrece un máximo rendimiento  pero la conexión se limita a una sola banda (2.4GHz or 5GHz).




","https://static.tp-link.com/res/images/products/large/RE200-01.jpg , https://static.tp-link.com/res/images/products/large/RE200-02.jpg , https://static.tp-link.com/res/images/products/large/RE200-03.jpg , https://static.tp-link.com/res/images/products/RE200_un_V1_771_large_4.00_20151023095304.jpg",-1,35900,11866,2,Computación > Redes Inalámbricas,"Extensor inalambrico , Extensor de Wifi ",Tipo de Enchufe,"EU, UK, US, AU",1,,Estándares y Protocolos,"IEEE802.11ac,IEEE 802.11n, IEEE 802.11g, IEEE 802.11b",1,,Interface,1 puerto Ethernet (RJ45) 10/100Mbps,1,,Botón,"Botón RE (Range Extender),Botón Reinicio",1,,Consumo de Energía,Sobre 6.5W,1,,Antena,3 Internas,1,,,,1,,Frecuencia,2.4GHz & 5GHz,1,,Tasa de Señal,"GHz: Hasta de 433Mbps
2.4GHz: Hasta de 300Mpbs",1,,Sensibilidad de Recepción,"2.4G:
270M: -70dBm@10% PER
130M: -70dBm@10% PER
108M: -73dBm@10% PER
54M: -75dBm@10% PER
11M: -86dBm@8% PER
6M: -92dBm@10% PER
1M: -94dBm@8% PER
5G:
390M: -60dBm@10% PER
29.3M: -83dBm@10% PER
180M: -64dBm@10% PER
13.5M: -87dBm@10% PER
78M: -68dBm@10% PER
6.5M: -90dBm@10% PER
54M: -75dBm@10% PER
6M：-90dBm@10% PER",1,,Potencia de Transmision,< 20 dBm (EIRP),1,,Funciones Inalámbricas,"WMM (Wi-Fi Multimedia)
Estadísticas Inalámbricas
Función de Dominio de Entrada",1,,Seguridad Inalámbrica,64/128/152-bit WEP WPA-PSK / WPA2-PSK,1,,Certificaciones ,"CE, FCC, RoHS",1,,,,1,,,,,,Contenido del Paquete ,"Extensor de Rango Wi-Fi RE200 AC750
Cable Ethernet RJ-45
CD de Recursos
Guía de Instalación Rápida",1,,Requerimientos de Sistema ,"Microsoft® Windows® 98SE, NT, 2000, XP, Vista o Windows 7, 8, Mac® OS, NetWare®, UNIX® o Linux.",1,,Requerimientos Ambientales ,"Temperatura de Funcionamiento: 0℃~40 ℃ (32 ℉~104℉)
Temperatura de Almacenamiento: -40℃~70 ℃ (-40 ℉~158℉)
Humedad de Funcionamiento: 10%~90% sin condensación
Humedad de Almacenamiento: 5%~90% sin condensación",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL-ANT2408CL,antena omnidireccional para interiores 2.4 GHz 8 dBi - TP-Link,"Muy fácil de instalar, no requiere software
Operación omnidireccional de 8 dBi aumenta su señal a un rango más alto
Conector hembra RP-SMA, compatible con dispositivos que tengan un conector macho RP-SMA


Qué hace este producto
Antena de escritorio omnidireccional para interioresTL-ANT2408CL opera en la banda de 2.4-2.5 GHz y proporciona 8 dBi omnidireccional de la operación, que en gran medida amplía la cobertura inalámbrica y ofrece un rendimiento inalámbrico mucho mejor. La antena ofrece el conector macho RP-SMA (Plug) para garantizar una mayor compatibilidad con la mayoría de los equipos inalámbricos.

Sustitución de la antena wifi con TL-ANT2408CL aumentará significativamente el alcance y la potencia de la señal wifi. Esta calidad construida antena omnidireccional es un reemplazo directo para la antena que viene de serie con el punto de acceso al router,. Debido a que es omnidireccional, no se requiere la dirección - se puede enviar y recibir wifi en todas las direcciones.


Fácil de usar
La instalación es muy fácil - sólo gire la antena de fábrica y de vuelta a nuestra antena amplificadora y experimentará un salto instantáneo. Tenga en cuenta que el aumento de la intensidad de la señal depende sobre todo de su router o adaptador, esto ayuda a pero no puede transmitir o recibir el poderque su módem o adaptador no tiene.

","https://static.tp-link.com/res/images/products/large/TL-ANT2408CL.jpg , https://static.tp-link.com/TL-ANT2408CL_2.0-590_1492593417432n.jpg",-1,5700,953,3,Computación > Redes Inalámbricas,"Antena , Extensor de Wifi , Extensor ",Frecuencia,2.4GHz,1,,Impedancia,50 Ohms,1,,Ganancia ,8 dBi,1,,"
Radiación",Omni-directional,1,,VSWR(MAX.),1.92:1,1,,Ancho de haz de HPOL,360°,1,,Ancho de haz de VPOL,15°,1,,Polarización ,"Linear, Vertical",1,,Temperatura de Operación,-20℃~65℃(-4℉~149℉),1,,Temperatura de Guardado ,-30℃~75℃ (-22℉~167℉),1,,Humedad de funcionamiento,10%~90% no-Condensado,1,,Humedad de Guardado ,5%~90% no-Condensado ,1,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
